id,title,description,price,condition,link,availability,image_link,brand,GTIN
cbds1,E-liquid,CBD Blue Ice E-Liquid 500MG,34.99,new,http://www.cbdcartel.co.uk/#cbds1,in stock,https://i.postimg.cc/9XbTQYtt/CBD-_E-_Liquid-_Blue-_Ice.png,the_cbd_store,0705632698198
